"id_player","ranked","player_name","player_position","age","team","games_played","games_started","minutes_played"
"looneke01","304","Kevon Looney","C","27","Golden State Warriors","74","36","1194"
"lopezbr01","305","Brook Lopez","C","35","Milwaukee Bucks","79","79","2411"
"lopezro01","306","Robin Lopez","C","35","Milwaukee Bucks","16","2","65"
"loveke01","307","Kevin Love","PF","35","Miami Heat","55","5","924"
"lowryky01","308","Kyle Lowry","PG","37","Miami Heat","37","35","1037"
"lowryky01","308","Kyle Lowry","PG","37","Philadelphia 76ers","23","20","653"
"lundyse01","309","Seth Lundy","SF","23","Atlanta Hawks","9","0","52"
"lylestr01","310","Trey Lyles","PF","28","Sacramento Kings","58","0","1158"
"maledth01","311","Théo Maledon","PG","22","Charlotte Hornets","13","1","200"
"maledth01","311","Théo Maledon","PG","22","Phoenix Suns","4","0","13"
"mamuksa01","312","Sandro Mamukelashvili","C","24","San Antonio Spurs","46","5","451"
"mannte01","313","Terance Mann","SG","27","Los Angeles Clippers","75","71","1873"
"manntr01","314","Tre Mann","PG","22","Oklahoma City Thunder","13","0","119"
"manntr01","314","Tre Mann","PG","22","Charlotte Hornets","28","28","868"
"marjabo01","315","Boban Marjanovic","C","35","Houston Rockets","14","0","71"
"markkla01","316","Lauri Markkanen","PF","26","Utah Jazz","55","55","1820"
"marshna01","317","Naji Marshall","SF","26","New Orleans Pelicans","66","1","1257"
"martica02","318","Caleb Martin","SF","28","Miami Heat","64","23","1756"
"martico01","319","Cody Martin","SF","28","Charlotte Hornets","28","22","753"
"martike04","320","KJ Martin","SF","23","Los Angeles Clippers","2","0","31"
"martike04","320","KJ Martin","SF","23","Philadelphia 76ers","58","2","715"
"mathega01","321","Garrison Mathews","SG","27","Atlanta Hawks","66","5","992"
"mathube01","322","Bennedict Mathurin","SF","21","Indiana Pacers","59","19","1538"
"matthwe02","323","Wesley Matthews","SG","37","Atlanta Hawks","36","3","413"
"maxeyty01","324","Tyrese Maxey","PG","23","Philadelphia 76ers","70","70","2626"
"mayssk01","325","Skylar Mays","PG","26","Portland Trail Blazers","21","5","356"
"mayssk01","325","Skylar Mays","SG","26","Los Angeles Lakers","17","0","77"
"mcbrimi01","326","Miles McBride","PG","23","New York Knicks","68","14","1328"
"mccolcj01","327","CJ McCollum","PG","32","New Orleans Pelicans","66","66","2159"
"mccontj01","328","T.J. McConnell","PG","31","Indiana Pacers","71","4","1291"
"mcdanja02","329","Jaden McDaniels","SF","23","Minnesota Timberwolves","72","71","2105"
"mcdanja01","330","Jalen McDaniels","SF","26","Toronto Raptors","50","1","538"
"mcderdo01","331","Doug McDermott","SF","32","San Antonio Spurs","46","0","700"
"mcderdo01","331","Doug McDermott","SF","32","Indiana Pacers","18","0","204"
"mcgeeja01","332","JaVale McGee","C","36","Sacramento Kings","46","0","339"
"mcgowbr01","333","Bryce McGowens","SG","21","Charlotte Hornets","59","14","882"
"mclaujo01","334","Jordan McLaughlin","PG","27","Minnesota Timberwolves","56","0","626"
"meltode01","335","DeAnthony Melton","SG","25","Philadelphia 76ers","38","33","1023"
"mensana01","336","Nathan Mensah","C","25","Charlotte Hornets","25","0","307"
"merrisa01","337","Sam Merrill","SG","27","Cleveland Cavaliers","61","1","1069"
"metuch01","338","Chimezie Metu","C","26","Phoenix Suns","37","5","448"
"metuch01","338","Chimezie Metu","C","26","Detroit Pistons","14","7","411"
"micicva01","339","Vasilije Micić","PG","30","Oklahoma City Thunder","30","0","361"
"micicva01","339","Vasilije Micić","PG","30","Charlotte Hornets","30","21","815"
"middlkh01","340","Khris Middleton","SF","32","Milwaukee Bucks","55","55","1487"
"millebr02","341","Brandon Miller","SF","21","Charlotte Hornets","74","68","2383"
"millejo02","342","Jordan Miller","SF","24","Los Angeles Clippers","8","0","28"
"millele01","343","Leonard Miller","SF","20","Minnesota Timberwolves","17","0","52"
"whiteda01","344","Dariq Whitehead","SF","19","Brooklyn Nets","2","0","24"
"millspa02","345","Patty Mills","PG","35","Atlanta Hawks","19","0","202"
"millspa02","345","Patty Mills","PG","35","Miami Heat","13","5","213"
"miltosh01","346","Shake Milton","SG","27","Minnesota Timberwolves","38","0","491"
"miltosh01","346","Shake Milton","SG","27","Detroit Pistons","4","0","63"
"miltosh01","346","Shake Milton","SG","27","New York Knicks","6","0","27"
"minayju01","347","Justin Minaya","SF","24","Portland Trail Blazers","34","1","381"
"minotjo01","348","Josh Minott","SF","21","Minnesota Timberwolves","32","0","91"
"mitchda01","349","Davion Mitchell","PG","25","Sacramento Kings","72","4","1101"
"mitchdo01","350","Donovan Mitchell","SG","27","Cleveland Cavaliers","55","55","1942"
"mobleev01","351","Evan Mobley","PF","22","Cleveland Cavaliers","50","50","1532"
"mobleis01","352","Isaiah Mobley","PF","24","Cleveland Cavaliers","10","0","72"
"monkma01","353","Malik Monk","SG","25","Sacramento Kings","72","0","1872"
"moodymo01","354","Moses Moody","SG","21","Golden State Warriors","66","9","1156"
"moonxa01","355","Xavier Moon","SG","29","Los Angeles Clippers","14","1","119"
"mooreta02","356","Taze Moore","SG","25","Portland Trail Blazers","4","0","40"
"moorewe01","357","Wendell Moore Jr.","SG","22","Minnesota Timberwolves","25","0","75"
"moranja01","358","Ja Morant","PG","24","Memphis Grizzlies","9","9","318"
"morrima03","359","Marcus Morris","PF","34","Philadelphia 76ers","37","7","637"
"morrima03","359","Marcus Morris","PF","34","Cleveland Cavaliers","12","0","180"
"morrima02","360","Markieff Morris","PF","34","Dallas Mavericks","26","1","216"
"morrimo01","361","Monte Morris","PG","28","Detroit Pistons","6","0","68"
"morrimo01","361","Monte Morris","PG","28","Minnesota Timberwolves","27","0","408"
"murphtr02","362","Trey Murphy III","SF","23","New Orleans Pelicans","57","23","1690"
"murrade01","363","Dejounte Murray","SG","27","Atlanta Hawks","78","78","2783"
"murraja01","364","Jamal Murray","PG","26","Denver Nuggets","59","59","1861"
"murrake02","365","Keegan Murray","SF","23","Sacramento Kings","77","77","2588"
"murrakr01","366","Kris Murray","SF","23","Portland Trail Blazers","62","29","1348"
"muscami01","367","Mike Muscala","C","32","Washington Wizards","24","2","338"
"muscami01","367","Mike Muscala","C","32","Detroit Pistons","13","4","171"
"muscami01","367","Mike Muscala","C","32","Oklahoma City Thunder","16","0","91"
"mykhasv01","368","Svi Mykhailiuk","SF","26","Boston Celtics","41","2","413"
"nancela02","369","Larry Nance Jr.","C","31","New Orleans Pelicans","61","0","1216"
"nancepe01","370","Pete Nance","PF","23","Cleveland Cavaliers","8","0","27"
"nembhan01","371","Andrew Nembhard","PG","24","Indiana Pacers","68","47","1697"
"nesmiaa01","372","Aaron Nesmith","SF","24","Indiana Pacers","72","47","1995"
"niangge01","373","Georges Niang","PF","30","Cleveland Cavaliers","82","10","1831"
"nixda01","374","Daishen Nix","PG","21","Minnesota Timberwolves","15","0","50"
"nnajize01","375","Zeke Nnaji","PF","23","Denver Nuggets","58","0","576"
"nowelja01","376","Jaylen Nowell","SG","24","Memphis Grizzlies","9","1","156"
"nowelja01","376","Jaylen Nowell","SG","24","Detroit Pistons","4","0","58"
"nowelma01","377","Markquis Nowell","SG","24","Toronto Raptors","1","0","4"
"ntilila01","378","Frank Ntilikina","PG","25","Charlotte Hornets","5","0","43"
"nurkiju01","379","Jusuf Nurkic","C","29","Phoenix Suns","76","76","2078"
"nworajo01","380","Jordan Nwora","SF","25","Indiana Pacers","18","0","183"
"nworajo01","380","Jordan Nwora","SF","25","Toronto Raptors","34","1","529"
"onealro01","381","Royce ONeale","SF","30","Brooklyn Nets","49","6","1202"
"onealro01","381","Royce ONeale","SF","30","Phoenix Suns","30","8","752"
"okekech01","382","Chuma Okeke","SF","25","Orlando Magic","47","8","432"
"okogijo01","383","Josh Okogie","SG","25","Phoenix Suns","60","11","960"
"okongon01","384","Onyeka Okongwu","C","23","Atlanta Hawks","55","8","1405"
"okorois01","385","Isaac Okoro","SF","23","Cleveland Cavaliers","69","42","1887"
"olynyke01","386","Kelly Olynyk","C","32","Utah Jazz","50","8","1019"
"olynyke01","386","Kelly Olynyk","C","32","Toronto Raptors","28","19","740"
"omorueu01","387","Eugene Omoruyi","SF","26","Washington Wizards","43","0","393"
"osmande01","388","Cedi Osman","SF","28","San Antonio Spurs","72","3","1269"
"oubreke01","389","Kelly Oubre Jr.","SF","28","Philadelphia 76ers","68","52","2055"
"paulch01","390","Chris Paul","PG","38","Golden State Warriors","58","18","1531"
"payneca01","391","Cameron Payne","PG","29","Milwaukee Bucks","47","2","702"
"payneca01","391","Cameron Payne","PG","29","Philadelphia 76ers","31","8","602"
"paytoga02","392","Gary Payton II","SG","31","Golden State Warriors","44","0","680"
"pereima01","393","Mãozinha Pereira","SF","23","Memphis Grizzlies","7","1","122"
"peterdr01","394","Drew Peterson","PF","24","Boston Celtics","3","0","23"
"petrufi01","395","Filip Petrušev","C","23","Philadelphia 76ers","1","0","3"
"petrufi01","395","Filip Petrušev","C","23","Sacramento Kings","2","0","7"
"phillju01","396","Julian Phillips","SF","20","Chicago Bulls","40","0","323"
"pickeja02","397","Jalen Pickett","SG","24","Denver Nuggets","27","0","122"
"pippesc02","398","Scotty Pippen Jr.","PG","23","Memphis Grizzlies","21","16","527"
"plumlma01","399","Mason Plumlee","C","33","Los Angeles Clippers","46","11","674"
"podzibr01","400","Brandin Podziemski","SG","20","Golden State Warriors","74","28","1968"
"poeltja01","401","Jakob Poeltl","C","28","Toronto Raptors","50","50","1319"
"pokusal01","402","Aleksej Pokusevski","PF","22","Oklahoma City Thunder","10","0","60"
"pokusal01","402","Aleksej Pokusevski","PF","22","Charlotte Hornets","18","0","345"
"poolejo01","403","Jordan Poole","SG","24","Washington Wizards","78","66","2346"
"portecr01","404","Craig Porter Jr.","PG","23","Cleveland Cavaliers","51","6","649"
"portejo01","405","Jontay Porter","PF","24","Toronto Raptors","26","5","360"
"portemi01","406","Michael Porter Jr.","SF","25","Denver Nuggets","81","81","2565"
"porteot01","407","Otto Porter Jr.","SF","30","Toronto Raptors","15","1","174"
"portibo01","408","Bobby Portis","PF","28","Milwaukee Bucks","82","4","2008"
"porzikr01","409","Kristaps Porzingis","C","28","Boston Celtics","57","57","1690"
"pottemi01","410","Micah Potter","PF","25","Utah Jazz","16","0","186"
"poweldw01","411","Dwight Powell","C","32","Dallas Mavericks","63","9","836"
"powelno01","412","Norman Powell","SG","30","Los Angeles Clippers","76","3","1990"
"prestja01","413","Jason Preston","PG","24","Utah Jazz","7","0","71"
"primojo01","414","Joshua Primo","SG","21","Los Angeles Clippers","2","0","10"
"princta02","415","Taurean Prince","PF","29","Los Angeles Lakers","78","49","2108"
"pritcpa01","416","Payton Pritchard","PG","26","Boston Celtics","82","5","1825"
"prospol01","417","Olivier-Maxence Prosper","PF","21","Dallas Mavericks","40","1","336"
"queentr01","418","Trevelin Queen","SG","26","Orlando Magic","14","0","165"
"quetane01","419","Neemias Queta","C","24","Boston Celtics","28","0","333"
"quickim01","420","Immanuel Quickley","SG","24","New York Knicks","30","0","720"
"quickim01","420","Immanuel Quickley","PG","24","Toronto Raptors","38","38","1265"
"quinole01","421","Lester Quinones","SG","23","Golden State Warriors","37","0","394"
"ramseja01","422","Jahmius Ramsey","SG","22","Toronto Raptors","7","1","121"
"randlju01","423","Julius Randle","PF","29","New York Knicks","46","46","1630"
"reathdu01","424","Duop Reath","C","27","Portland Trail Blazers","68","20","1214"
"reaveau01","425","Austin Reaves","SG","25","Los Angeles Lakers","82","57","2629"
"reddica01","426","Cam Reddish","SF","24","Los Angeles Lakers","48","26","984"
"reedpa01","427","Paul Reed","C","24","Philadelphia 76ers","82","24","1590"
"reidna01","428","Naz Reid","C","24","Minnesota Timberwolves","81","14","1964"
"rhodeja01","429","Jared Rhoden","SG","24","Detroit Pistons","17","0","245"
"richani01","430","Nick Richards","C","26","Charlotte Hornets","67","51","1759"
"richajo01","431","Josh Richardson","SG","30","Miami Heat","43","6","1103"
"robindu01","432","Duncan Robinson","SF","29","Miami Heat","68","36","1905"
"robinje01","433","Jerome Robinson","SG","26","Golden State Warriors","22","0","81"
"robinmi01","434","Mitchell Robinson","C","25","New York Knicks","31","21","768"
"robinor01","435","Orlando Robinson","C","23","Miami Heat","36","7","304"
"robinje02","436","Jeremiah Robinson-Earl","PF","23","New Orleans Pelicans","39","1","334"
"roddyda01","437","David Roddy","PF","22","Memphis Grizzlies","48","13","1114"
"roddyda01","437","David Roddy","PF","22","Phoenix Suns","17","0","63"
"rolliry01","438","Ryan Rollins","PG","21","Washington Wizards","10","0","66"
"rolliry01","438","Ryan Rollins","PG","21","Milwaukee Bucks","3","0","12"
"rosede01","439","Derrick Rose","PG","35","Memphis Grizzlies","24","7","399"
"roziete01","440","Terry Rozier","SG","29","Charlotte Hornets","30","30","1065"
"roziete01","440","Terry Rozier","PG","29","Miami Heat","31","30","975"
"ruperra01","441","Rayan Rupert","SG","19","Portland Trail Blazers","39","12","633"
"russeda01","442","DAngelo Russell","PG","27","Los Angeles Lakers","76","69","2484"
"ryanma01","443","Matt Ryan","SF","26","New Orleans Pelicans","28","1","390"
"sabondo01","444","Domantas Sabonis","C","27","Sacramento Kings","82","82","2928"
"samanlu01","445","Luka Samanic","PF","24","Utah Jazz","43","7","404"
"samueje01","446","Jermaine Samuels","SF","25","Houston Rockets","14","0","60"
"sanogad01","447","Adama Sanogo","PF","21","Chicago Bulls","9","0","66"
"santogu01","448","Gui Santos","PF","21","Golden State Warriors","23","0","192"
"saricda01","449","Dario Saric","C","29","Golden State Warriors","64","9","1098"
"sarrol01","450","Olivier Sarr","C","24","Oklahoma City Thunder","15","0","98"
"sassema01","451","Marcus Sasser","PG","23","Detroit Pistons","71","11","1351"
"schofad01","452","Admiral Schofield","PF","26","Orlando Magic","23","0","84"
"schrode01","453","Dennis Schröder","PG","30","Toronto Raptors","51","33","1559"
"schrode01","453","Dennis Schröder","PG","30","Brooklyn Nets","29","25","927"
"seabrde01","454","Dereon Seabron","SG","23","New Orleans Pelicans","6","0","55"
"sengual01","455","Alperen Sengun","C","21","Houston Rockets","63","63","2046"
"sensabr01","456","Brice Sensabaugh","SF","20","Utah Jazz","32","11","584"
"sextoco01","457","Collin Sexton","SG","25","Utah Jazz","78","51","2075"
"shamela01","458","Landry Shamet","SG","26","Washington Wizards","46","5","726"
"sharpda01","459","DayRon Sharpe","C","22","Brooklyn Nets","61","1","921"
"sharpsh01","460","Shaedon Sharpe","SG","20","Portland Trail Blazers","32","25","1059"
"sheppbe01","461","Ben Sheppard","SG","22","Indiana Pacers","57","1","814"
"siakapa01","462","Pascal Siakam","PF","29","Toronto Raptors","39","39","1354"
"siakapa01","462","Pascal Siakam","PF","29","Indiana Pacers","41","41","1303"
"simmobe01","463","Ben Simmons","PG","27","Brooklyn Nets","15","12","359"
"simmoko01","464","Kobi Simmons","PG","26","Toronto Raptors","4","0","67"
"simonan01","465","Anfernee Simons","SG","24","Portland Trail Blazers","46","46","1582"
"simpsza01","466","Zavier Simpson","PG","26","Memphis Grizzlies","7","0","161"
"simsje01","467","Jericho Sims","C","25","New York Knicks","45","11","585"
"skapidm01","468","Dmytro Skapintsev","C","25","New York Knicks","2","0","2"
"slawsja01","469","Jalen Slawson","SF","24","Sacramento Kings","12","0","37"
"smartja01","470","Javonte Smart","PG","24","Philadelphia 76ers","1","0","1"
"smartma01","471","Marcus Smart","PG","29","Memphis Grizzlies","20","20","605"
"smithde03","472","Dennis Smith Jr.","PG","26","Brooklyn Nets","56","2","1059"
"smithdr01","473","Dru Smith","SG","26","Miami Heat","9","0","131"
"smithis01","474","Ish Smith","PG","35","Charlotte Hornets","43","5","741"
"smithja05","475","Jabari Smith Jr.","PF","20","Houston Rockets","76","76","2424"
"smithja04","476","Jalen Smith","C","23","Indiana Pacers","61","14","1047"
"smithni01","477","Nick Smith Jr.","SG","19","Charlotte Hornets","51","0","729"
"smithte01","478","Terquavion Smith","PG","21","Philadelphia 76ers","16","0","84"
"sochaje01","479","Jeremy Sochan","PF","20","San Antonio Spurs","74","73","2193"
"spencpa01","480","Pat Spencer","PG","27","Golden State Warriors","6","0","26"
"sprinja01","481","Jaden Springer","SG","21","Philadelphia 76ers","32","1","377"
"sprinja01","481","Jaden Springer","PG","21","Boston Celtics","17","1","130"
"stevela01","482","Lamar Stevens","PF","26","Boston Celtics","19","1","122"
"stevela01","482","Lamar Stevens","PF","26","Memphis Grizzlies","19","2","437"
"stewais01","483","Isaiah Stewart","PF","22","Detroit Pistons","46","45","1423"
"strawju01","484","Julian Strawther","SF","21","Denver Nuggets","50","0","545"
"strusma01","485","Max Strus","SF","27","Cleveland Cavaliers","70","70","2239"
"suggsja01","486","Jalen Suggs","SG","22","Orlando Magic","75","75","2025"
"swideco01","487","Cole Swider","SF","24","Miami Heat","18","0","87"
"tateja01","488","JaeSean Tate","SF","28","Houston Rockets","65","9","1031"
"tatumja01","489","Jayson Tatum","PF","25","Boston Celtics","74","74","2645"
"taylote01","490","Terry Taylor","PF","24","Chicago Bulls","31","0","188"
"templga01","491","Garrett Temple","SG","37","Toronto Raptors","27","2","289"
"terryda01","492","Dalen Terry","SG","21","Chicago Bulls","59","2","681"
"theisda01","493","Daniel Theis","C","31","Indiana Pacers","1","0","8"
"theisda01","493","Daniel Theis","C","31","Los Angeles Clippers","59","3","1007"
"thomaca02","494","Cam Thomas","SG","22","Brooklyn Nets","66","51","2075"
"thomais02","495","Isaiah Thomas","PG","34","Phoenix Suns","6","0","19"
"thompam01","496","Amen Thompson","SF","21","Houston Rockets","62","23","1388"
"thompau01","497","Ausar Thompson","SF","21","Detroit Pistons","63","38","1583"
"thompkl01","498","Klay Thompson","SF","33","Golden State Warriors","77","63","2284"
"thomptr01","499","Tristan Thompson","C","32","Cleveland Cavaliers","49","0","549"
"thorjt01","500","JT Thor","PF","21","Charlotte Hornets","63","3","781"
"thybuma01","501","Matisse Thybulle","SF","26","Portland Trail Blazers","65","19","1487"
"tillmxa01","502","Xavier Tillman Sr.","C","25","Memphis Grizzlies","34","13","700"
"tillmxa01","502","Xavier Tillman Sr.","PF","25","Boston Celtics","20","2","274"
"toppija01","503","Jacob Toppin","SF","23","New York Knicks","9","0","38"
"toppiob01","504","Obi Toppin","PF","25","Indiana Pacers","82","28","1730"
"toscaju01","505","Juan Toscano-Anderson","SF","30","Sacramento Kings","11","0","53"
"townska01","506","Karl-Anthony Towns","PF","28","Minnesota Timberwolves","62","62","2026"
"trentga02","507","Gary Trent Jr.","SG","25","Toronto Raptors","71","41","1994"
"tshieos01","508","Oscar Tshiebwe","PF","24","Indiana Pacers","8","0","42"
"tuckepj01","509","P.J. Tucker","PF","38","Philadelphia 76ers","3","3","66"
"tuckepj01","509","P.J. Tucker","PF","38","Los Angeles Clippers","28","7","420"
"turnemy01","510","Myles Turner","C","27","Indiana Pacers","77","77","2076"
"tysonhu01","511","Hunter Tyson","PF","23","Denver Nuggets","18","0","48"
"umudest01","512","Stanley Umude","SG","24","Detroit Pistons","24","2","307"
"valanjo01","513","Jonas Valanciunas","C","31","New Orleans Pelicans","82","82","1925"
"vandeja01","514","Jarred Vanderbilt","PF","24","Los Angeles Lakers","29","6","581"
"vanvlfr01","515","Fred VanVleet","PG","29","Houston Rockets","73","73","2684"
"vassede01","516","Devin Vassell","SG","23","San Antonio Spurs","68","62","2248"
"vezenal01","517","Sasha Vezenkov","PF","28","Sacramento Kings","42","0","511"
"vincega01","518","Gabe Vincent","PG","27","Los Angeles Lakers","11","0","218"
"vucevni01","519","Nikola Vucevic","C","33","Chicago Bulls","76","74","2610"
"vukcetr01","520","Tristan Vukcevic","C","20","Washington Wizards","10","4","153"
"wadede01","521","Dean Wade","PF","27","Cleveland Cavaliers","54","32","1108"
"wagnefr01","522","Franz Wagner","SF","22","Orlando Magic","72","72","2337"
"wagnemo01","523","Moritz Wagner","C","26","Orlando Magic","80","1","1415"
"wainris01","524","Ish Wainright","SF","29","Portland Trail Blazers","7","0","46"
"wainris01","524","Ish Wainright","SF","29","Phoenix Suns","4","0","16"
"walkeja01","525","Jabari Walker","SF","21","Portland Trail Blazers","72","23","1700"
"walkeja02","526","Jarace Walker","PF","20","Indiana Pacers","33","0","340"
"walkelo01","527","Lonnie Walker IV","SG","25","Brooklyn Nets","58","0","1011"
"wallaca01","528","Cason Wallace","SG","20","Oklahoma City Thunder","82","13","1692"
"walshjo01","529","Jordan Walsh","SF","19","Boston Celtics","9","1","83"
"warretj01","530","T.J. Warren","SF","30","Minnesota Timberwolves","11","0","125"
"washipj01","531","P.J. Washington","PF","25","Charlotte Hornets","44","17","1286"
"washipj01","531","P.J. Washington","PF","25","Dallas Mavericks","29","28","935"
"washity02","532","TyTy Washington Jr.","PG","22","Milwaukee Bucks","11","0","56"
"watanyu01","533","Yuta Watanabe","SF","29","Phoenix Suns","29","0","382"
"watanyu01","533","Yuta Watanabe","SF","29","Memphis Grizzlies","5","0","82"
"waterli01","534","Lindy Waters III","SG","26","Oklahoma City Thunder","38","0","280"
"watfotr01","535","Trendon Watford","PF","23","Brooklyn Nets","63","2","856"
"watsope01","536","Peyton Watson","SF","21","Denver Nuggets","80","4","1488"
"wembavi01","537","Victor Wembanyama","C","20","San Antonio Spurs","71","71","2106"
"weslebl01","538","Blake Wesley","SG","20","San Antonio Spurs","61","3","876"
"westbru01","539","Russell Westbrook","PG","35","Los Angeles Clippers","68","11","1529"
"whiteco01","540","Coby White","PG","23","Chicago Bulls","79","78","2881"
"whitede01","541","Derrick White","SG","29","Boston Celtics","73","73","2381"
"whiteja03","542","Jack White","SF","26","Memphis Grizzlies","4","0","64"
"whitmca01","543","Cam Whitmore","SF","19","Houston Rockets","47","2","880"
"wiggiaa01","544","Aaron Wiggins","SG","25","Oklahoma City Thunder","78","4","1228"
"wiggian01","545","Andrew Wiggins","SF","28","Golden State Warriors","71","59","1920"
"wiggili01","546","Lindell Wigginton","PG","25","Milwaukee Bucks","3","0","8"
"willial06","547","Alondes Williams","SG","24","Miami Heat","7","0","16"
"willibr03","548","Brandon Williams","PG","24","Dallas Mavericks","17","0","113"
"willigr01","549","Grant Williams","PF","25","Dallas Mavericks","47","33","1242"
"willigr01","549","Grant Williams","PF","25","Charlotte Hornets","29","10","888"
"willija06","550","Jalen Williams","PF","22","Oklahoma City Thunder","71","71","2223"
"willija07","551","Jaylin Williams","C","21","Oklahoma City Thunder","69","1","897"
"willije02","552","Jeenathan Williams","SG","24","Houston Rockets","22","0","129"
"willike04","553","Kenrich Williams","PF","29","Oklahoma City Thunder","69","1","1029"
"willima11","554","Malik Williams","C","25","Toronto Raptors","7","2","107"
"willima07","555","Mark Williams","C","22","Charlotte Hornets","19","19","508"
"willipa01","556","Patrick Williams","PF","22","Chicago Bulls","43","30","1174"
"williro04","557","Robert Williams","C","26","Portland Trail Blazers","6","0","119"
"willivi01","558","Vince Williams Jr.","SG","23","Memphis Grizzlies","52","33","1436"
"willizi02","559","Ziaire Williams","SF","22","Memphis Grizzlies","51","15","1038"
"willizi01","560","Zion Williamson","PF","23","New Orleans Pelicans","70","70","2207"
"wilsodj01","561","D.J. Wilson","PF","27","Philadelphia 76ers","2","0","15"
"wilsoja03","562","Jalen Wilson","PF","23","Brooklyn Nets","43","3","664"
"windldy01","563","Dylan Windler","SF","27","New York Knicks","3","0","7"
"windldy01","563","Dylan Windler","SF","27","Los Angeles Lakers","8","0","28"
"windldy01","563","Dylan Windler","SF","27","Atlanta Hawks","6","0","73"
"wisemja01","564","James Wiseman","C","22","Detroit Pistons","63","6","1091"
"wongis01","565","Isaiah Wong","SG","23","Indiana Pacers","1","0","4"
"woodch01","566","Christian Wood","PF","28","Los Angeles Lakers","50","1","872"
"wrighde01","567","Delon Wright","PG","31","Washington Wizards","33","0","456"
"wrighde01","567","Delon Wright","PG","31","Miami Heat","14","1","286"
"youngth01","568","Thaddeus Young","PF","35","Toronto Raptors","23","6","350"
"youngth01","568","Thaddeus Young","PF","35","Phoenix Suns","10","0","89"
"youngtr01","569","Trae Young","PG","25","Atlanta Hawks","54","54","1942"
"yurtsom01","570","Omer Yurtseven","C","25","Utah Jazz","48","12","545"
"zelleco01","571","Cody Zeller","C","31","New Orleans Pelicans","43","0","320"
"zubaciv01","572","Ivica Zubac","C","26","Los Angeles Clippers","68","68","1794"
