"id_player","ranked","player_name","player_position","age","team","field_goal","field_goal_attempts","three_points","three_points_attempts","two_points","two_points_attempts","free_throws","free_throws_attempts","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points"
"achiupr01","1","Precious Achiuwa","PF","24","Toronto Raptors","78","170","13","47","65","123","24","42","50","86","136","44","16","12","29","40","193"
"achiupr01","1","Precious Achiuwa","PF","24","New York Knicks","157","299","13","50","144","249","45","70","141","210","351","53","30","56","54","103","372"
"adebaba01","2","Bam Adebayo","C","26","Miami Heat","530","1017","15","42","515","975","292","387","159","578","737","278","81","66","162","159","1367"
"agbajoc01","3","Ochai Agbaji","SG","23","Utah Jazz","106","249","47","142","59","107","15","20","35","91","126","47","27","29","34","66","274"
"agbajoc01","3","Ochai Agbaji","SG","23","Toronto Raptors","72","184","15","69","57","115","22","36","39","51","90","36","20","15","30","51","181"
"aldamsa01","4","Santi Aldama","PF","23","Memphis Grizzlies","247","568","106","304","141","264","54","87","72","280","352","138","43","54","69","89","654"
"alexani01","5","Nickeil Alexander-Walker","SG","25","Minnesota Timberwolves","236","538","131","335","105","203","52","65","35","132","167","204","64","42","76","143","655"
"allengr01","6","Grayson Allen","SG","28","Phoenix Suns","340","682","205","445","135","237","129","147","48","247","295","227","69","45","95","157","1014"
"allenja01","7","Jarrett Allen","C","25","Cleveland Cavaliers","519","819","0","6","519","813","233","314","243","568","811","210","53","81","121","147","1271"
"allenti01","8","Timmy Allen","SF","24","Memphis Grizzlies","6","23","0","7","6","16","1","2","4","13","17","5","4","0","2","18","13"
"alvarjo01","9","Jose Alvarado","PG","25","New Orleans Pelicans","142","345","78","207","64","138","35","52","25","103","128","117","59","15","40","89","397"
"anderky01","10","Kyle Anderson","PF","30","Minnesota Timberwolves","199","433","11","48","188","385","97","137","60","213","273","331","71","47","91","128","506"
"antetgi01","11","Giannis Antetokounmpo","PF","29","Milwaukee Bucks","837","1369","34","124","803","1245","514","782","196","645","841","476","87","79","250","210","2222"
"antetth01","12","Thanasis Antetokounmpo","PF","31","Milwaukee Bucks","16","30","0","1","16","29","0","2","7","6","13","17","7","4","14","24","32"
"anthoco01","13","Cole Anthony","PG","23","Orlando Magic","332","763","93","275","239","488","180","218","64","247","311","236","64","37","126","175","937"
"anunoog01","14","OG Anunoby","SF","26","Toronto Raptors","157","321","61","163","96","158","33","46","24","82","106","72","28","13","43","62","408"
"anunoog01","14","OG Anunoby","SF","26","New York Knicks","125","256","41","104","84","152","34","43","23","79","102","35","40","23","38","57","325"
"arcidry01","15","Ryan Arcidiacono","PG","29","New York Knicks","0","6","0","6","0","0","0","0","0","8","8","4","2","0","2","5","0"
"avdijde01","16","Deni Avdija","SF","23","Washington Wizards","406","803","88","235","318","568","202","273","84","456","540","286","60","36","160","185","1102"
"aytonde01","17","Deandre Ayton","C","25","Portland Trail Blazers","427","749","1","10","426","739","65","79","176","433","609","90","56","42","99","109","920"
"azubuud01","18","Udoka Azubuike","C","24","Phoenix Suns","16","23","0","0","16","23","3","13","11","21","32","3","1","6","4","17","35"
"badjiib01","19","Ibou Badji","C","21","Portland Trail Blazers","14","22","0","0","14","22","6","12","20","31","51","13","3","20","15","46","34"
"baglema01","20","Marvin Bagley III","C","24","Detroit Pistons","107","181","1","6","106","175","50","61","46","72","118","27","5","14","29","40","265"
"baglema01","20","Marvin Bagley III","C","24","Washington Wizards","132","227","8","17","124","210","46","65","84","110","194","28","15","19","30","41","318"
"baileam01","21","Amari Bailey","PG","19","Charlotte Hornets","8","24","1","8","7","16","6","7","6","3","9","7","3","0","4","2","23"
"baldwpa01","22","Patrick Baldwin Jr.","SF","21","Washington Wizards","59","155","31","97","28","58","19","28","17","106","123","29","18","15","19","56","168"
"ballla01","23","LaMelo Ball","PG","22","Charlotte Hornets","183","423","70","197","113","226","90","104","29","84","113","176","40","4","83","79","526"
"bambamo01","24","Mo Bamba","C","25","Philadelphia 76ers","97","198","25","64","72","134","34","50","77","161","238","41","22","60","39","101","253"
"banchpa01","25","Paolo Banchero","PF","21","Orlando Magic","640","1407","119","351","521","1056","405","559","82","472","554","431","71","47","247","153","1804"
"banede01","26","Desmond Bane","SG","25","Memphis Grizzlies","360","776","137","360","223","416","140","161","36","149","185","230","43","22","112","120","997"
"bantoda01","27","Dalano Banton","PG","24","Boston Celtics","19","51","2","16","17","35","16","20","12","23","35","19","5","3","10","20","56"
"bantoda01","27","Dalano Banton","PG","24","Portland Trail Blazers","183","449","57","183","126","266","78","100","29","114","143","108","28","17","67","44","501"
"barlodo01","28","Dominick Barlow","PF","20","San Antonio Spurs","56","113","3","9","53","104","29","42","45","68","113","36","12","14","9","47","144"
"barneha02","29","Harrison Barnes","PF","31","Sacramento Kings","347","732","149","385","198","347","157","196","67","182","249","99","54","12","58","98","1000"
"barnesc01","30","Scottie Barnes","SG","22","Toronto Raptors","447","942","101","296","346","646","196","251","141","353","494","363","75","88","165","118","1191"
"barrerj01","31","RJ Barrett","SG","23","New York Knicks","164","388","43","130","121","258","103","124","19","92","111","63","12","9","47","45","474"
"barrerj01","31","RJ Barrett","SG","23","Toronto Raptors","272","492","47","120","225","372","105","167","34","170","204","130","19","13","79","84","696"
"bassech01","32","Charles Bassey","C","23","San Antonio Spurs","29","40","0","1","29","39","5","6","23","53","76","21","8","17","15","31","63"
"batesem01","33","Emoni Bates","SF","20","Cleveland Cavaliers","15","49","10","33","5","16","1","4","1","13","14","10","1","2","8","5","41"
"bateske01","34","Keita Bates-Diop","SF","28","Phoenix Suns","64","150","20","64","44","86","26","36","30","71","101","34","22","20","13","33","174"
"bateske01","34","Keita Bates-Diop","SF","28","Brooklyn Nets","8","16","1","5","7","11","6","6","1","8","9","4","3","2","2","2","23"
"batumni01","35","Nicolas Batum","PF","35","Los Angeles Clippers","3","8","2","7","1","1","0","0","0","7","7","5","3","4","1","5","8"
"batumni01","35","Nicolas Batum","PF","35","Philadelphia 76ers","113","248","71","178","42","70","15","21","70","171","241","123","45","34","39","104","312"
"bazleda01","36","Darius Bazley","PF","23","Philadelphia 76ers","0","1","0","0","0","1","0","0","0","1","1","2","0","0","1","0","0"
"bazleda01","36","Darius Bazley","PF","23","Utah Jazz","18","29","2","8","16","21","10","12","8","19","27","5","6","7","7","3","48"
"bealbr01","37","Bradley Beal","SG","30","Phoenix Suns","377","735","101","235","276","500","109","134","54","178","232","265","52","27","131","127","964"
"beaslma01","38","Malik Beasley","SG","27","Milwaukee Bucks","320","722","224","542","96","180","25","35","41","249","290","108","59","9","54","158","889"
"beaucma01","39","MarJon Beauchamp","SF","23","Milwaukee Bucks","81","166","30","75","51","91","19","28","22","77","99","31","13","7","27","54","211"
"bernaju01","40","Jules Bernard","SG","24","Washington Wizards","29","64","11","29","18","35","5","9","10","16","26","16","3","1","8","14","74"
"bertada01","41","Davis Bertans","PF","31","Oklahoma City Thunder","10","26","10","24","0","2","14","15","2","8","10","9","3","3","1","10","44"
"bertada01","41","Davis Bertans","PF","31","Charlotte Hornets","82","208","66","176","16","32","16","18","7","44","51","26","23","9","17","46","246"
"beverpa01","42","Patrick Beverley","PG","35","Philadelphia 76ers","104","241","35","109","69","132","51","63","30","115","145","144","24","18","49","83","294"
"beverpa01","42","Patrick Beverley","PG","35","Milwaukee Bucks","54","138","26","72","28","66","23","27","19","75","94","68","19","13","16","45","157"
"beysa01","43","Saddiq Bey","SF","24","Atlanta Hawks","290","697","113","358","177","339","170","203","167","244","411","92","51","11","54","88","863"
"bitadgo01","44","Goga Bitadze","C","24","Orlando Magic","126","209","2","14","124","195","57","87","109","177","286","79","32","72","44","107","311"
"bitimon01","45","Onuralp Bitim","SG","24","Chicago Bulls","32","84","12","44","20","40","4","5","6","26","32","13","3","2","10","24","80"
"biyombi01","46","Bismack Biyombo","C","31","Memphis Grizzlies","67","119","0","0","67","119","22","46","57","134","191","51","10","34","38","82","156"
"biyombi01","46","Bismack Biyombo","C","31","Oklahoma City Thunder","7","12","0","0","7","12","4","8","5","13","18","2","1","3","4","7","18"
"blackan01","47","Anthony Black","PG","20","Orlando Magic","115","247","37","94","78","153","49","80","33","106","139","91","35","21","56","110","316"
"blackle01","48","Leaky Black","SF","24","Charlotte Hornets","25","52","9","20","16","32","10","15","9","39","48","24","8","11","6","19","69"
"boehebu01","49","Buddy Boeheim","SF","24","Detroit Pistons","9","29","8","25","1","4","8","10","3","7","10","3","0","1","0","5","34"
"bogdabo01","50","Bogdan Bogdanovic","SG","31","Atlanta Hawks","471","1100","240","641","231","459","151","164","53","219","272","247","96","26","112","179","1333"
"bogdabo02","51","Bojan Bogdanovic","PF","34","Detroit Pistons","199","425","86","207","113","218","81","104","13","81","94","71","23","4","63","57","565"
"bogdabo02","51","Bojan Bogdanovic","SF","34","New York Knicks","110","256","47","127","63","129","36","45","9","49","58","26","7","1","38","38","303"
"bolbo01","52","Bol Bol","PF","24","Phoenix Suns","93","151","22","52","71","99","15","19","32","105","137","17","10","25","19","42","223"
"boldema01","53","Marques Bolden","C","25","Milwaukee Bucks","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0"
"boldema01","53","Marques Bolden","C","25","Charlotte Hornets","17","25","0","1","17","24","3","4","10","22","32","4","3","7","3","9","37"
"bookede01","54","Devin Booker","PG","27","Phoenix Suns","642","1305","152","418","490","887","405","457","56","252","308","472","61","28","178","206","1841"
"bostobr01","55","Brandon Boston Jr.","SF","22","Los Angeles Clippers","65","161","14","52","51","109","23","33","19","33","52","13","11","8","24","40","167"
"bouchch01","56","Chris Boucher","PF","31","Toronto Raptors","110","217","31","94","79","123","71","92","62","145","207","23","14","24","28","68","322"
"bouknja01","57","James Bouknight","SG","23","Charlotte Hornets","18","41","13","30","5","11","1","2","1","8","9","6","1","1","2","3","50"
"bouyeja01","58","Jamaree Bouyea","PG","24","Portland Trail Blazers","5","21","0","8","5","13","0","0","2","8","10","8","0","0","8","3","10"
"bouyeja01","58","Jamaree Bouyea","PG","24","San Antonio Spurs","5","7","1","1","4","6","0","0","1","8","9","3","1","0","1","7","11"
"branhma01","59","Malaki Branham","PG","20","San Antonio Spurs","271","628","93","268","178","360","55","63","28","120","148","156","27","8","91","94","690"
"braunch01","60","Christian Braun","SG","22","Denver Nuggets","222","483","63","164","159","319","93","134","79","227","306","132","42","35","55","137","600"
"bridgmi01","61","Mikal Bridges","SF","27","Brooklyn Nets","564","1294","220","592","344","702","258","317","68","304","372","299","81","30","164","116","1606"
"bridgmi02","62","Miles Bridges","SF","25","Charlotte Hornets","559","1210","157","450","402","760","174","211","71","434","505","231","65","33","138","118","1449"
"brissos01","63","Oshae Brissett","SF","25","Boston Celtics","68","153","15","55","53","98","50","83","61","99","160","44","19","8","20","54","201"
"brockiz01","64","Izaiah Brockington","PG","24","New Orleans Pelicans","2","5","0","1","2","4","0","0","1","1","2","0","0","0","0","0","4"
"brogdma01","65","Malcolm Brogdon","PG","31","Portland Trail Blazers","218","496","82","199","136","297","95","116","28","120","148","214","27","8","60","58","613"
"brookar01","66","Armoni Brooks","PG","25","Brooklyn Nets","15","46","11","32","4","14","1","2","7","11","18","5","1","1","3","3","42"
"brookdi01","67","Dillon Brooks","SF","28","Houston Rockets","329","768","133","370","196","398","124","147","53","193","246","119","64","10","88","241","915"
"brownbr01","68","Bruce Brown","SG","27","Indiana Pacers","149","314","33","101","116","213","67","82","25","129","154","100","35","8","41","81","398"
"brownbr01","68","Bruce Brown","PG","27","Toronto Raptors","129","268","20","63","109","205","50","60","28","102","130","92","24","9","45","67","328"
"brownch02","69","Charlie Brown Jr.","SG","26","New York Knicks","2","10","2","7","0","3","0","0","1","1","2","0","0","2","2","5","6"
"browngr01","70","Greg Brown III","PF","22","Dallas Mavericks","5","11","1","3","4","8","4","9","3","6","9","4","0","4","4","5","15"
"brownja02","71","Jaylen Brown","SF","27","Boston Celtics","627","1256","145","410","482","846","211","300","84","303","387","249","83","37","166","185","1610"
"brownke03","72","Kendall Brown","SG","20","Indiana Pacers","8","15","0","2","8","13","5","8","3","2","5","5","0","0","2","9","21"
"brownko01","73","Kobe Brown","PF","24","Los Angeles Clippers","37","90","14","48","23","42","1","2","20","42","62","25","12","6","9","49","89"
"brownmo01","74","Moses Brown","C","24","Portland Trail Blazers","33","65","0","0","33","65","9","31","37","49","86","7","5","7","11","27","75"
"browntr01","75","Troy Brown Jr.","SF","24","Minnesota Timberwolves","52","118","31","84","21","34","19","22","14","58","72","35","8","2","18","26","154"
"browntr01","75","Troy Brown Jr.","SF","24","Detroit Pistons","32","108","16","57","16","51","13","15","11","61","72","25","16","1","12","16","93"
"brunsja01","76","Jalen Brunson","PG","27","New York Knicks","790","1648","211","526","579","1122","421","497","43","235","278","519","70","13","186","144","2212"
"bryanth01","77","Thomas Bryant","C","26","Miami Heat","86","149","4","22","82","127","41","47","40","101","141","23","10","16","21","46","217"
"bufkiko01","78","Kobe Bufkin","SG","20","Atlanta Hawks","34","92","9","40","25","52","4","8","6","27","33","27","7","5","10","20","81"
"bullore01","79","Reggie Bullock","SF","32","Houston Rockets","34","82","27","67","7","15","1","1","6","67","73","15","12","5","10","29","96"
"burksal01","80","Alec Burks","SG","32","Detroit Pistons","160","406","99","247","61","159","121","134","16","94","110","68","21","11","32","64","540"
"burksal01","80","Alec Burks","SG","32","New York Knicks","50","163","25","83","25","80","24","33","8","32","40","20","7","1","16","11","149"
"butleja02","81","Jared Butler","SG","23","Washington Wizards","98","201","24","78","74","123","31","36","9","49","58","126","29","8","50","58","251"
"butleji01","82","Jimmy Butler","PF","34","Miami Heat","396","793","60","145","336","648","394","459","105","213","318","298","79","17","102","68","1246"
"cainja01","83","Jamal Cain","PF","24","Miami Heat","34","79","11","31","23","48","18","23","15","22","37","10","10","5","8","22","97"
"caldwke01","84","Kentavious Caldwell-Pope","SG","30","Denver Nuggets","270","587","125","308","145","279","101","113","31","152","183","183","98","42","75","151","766"
"camarto01","85","Toumani Camara","PF","23","Portland Trail Blazers","197","438","58","172","139","266","75","99","139","204","343","87","66","33","84","174","527"
"capelca01","86","Clint Capela","C","29","Atlanta Hawks","353","618","0","1","353","617","130","206","335","441","776","91","43","106","74","164","836"
"carteje01","87","Jevon Carter","PG","28","Chicago Bulls","138","365","77","234","61","131","4","7","11","49","60","94","37","16","36","71","357"
"cartewe01","88","Wendell Carter Jr.","C","24","Orlando Magic","223","425","64","171","159","254","93","134","112","269","381","95","35","28","68","121","603"
"cartodj01","89","D.J. Carton","SG","23","Toronto Raptors","3","8","1","4","2","4","4","5","2","2","4","3","1","0","1","3","11"
"carusal01","90","Alex Caruso","SG","29","Chicago Bulls","253","541","136","333","117","208","73","96","62","211","273","247","120","70","102","181","715"
"castlco01","91","Colin Castleton","C","23","Los Angeles Lakers","9","16","0","0","9","16","6","6","6","6","12","3","2","0","3","11","24"
"cazalma01","92","Malcolm Cazalon","SG","22","Detroit Pistons","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"champju02","93","Julian Champagnie","SF","22","San Antonio Spurs","164","402","101","277","63","125","75","92","42","164","206","103","48","42","57","77","504"
"champju01","94","Justin Champagnie","SF","22","Washington Wizards","32","78","13","45","19","33","12","15","19","34","53","19","10","9","10","14","89"
"chrisma02","95","Max Christie","SG","20","Los Angeles Lakers","103","241","42","118","61","123","36","46","15","127","142","60","20","17","35","57","284"
"cissosi01","96","Sidy Cissoko","SF","19","San Antonio Spurs","16","33","1","12","15","21","12","15","8","14","22","10","7","3","3","18","45"
"clarkbr01","97","Brandon Clarke","PF","27","Memphis Grizzlies","33","59","1","6","32","53","1","7","13","19","32","9","5","6","3","8","68"
"clarkjo01","98","Jordan Clarkson","SG","31","Utah Jazz","337","816","91","309","246","507","177","201","49","139","188","277","35","6","146","81","942"
"claxtni01","99","Nic Claxton","C","24","Brooklyn Nets","366","582","1","5","365","577","108","196","193","513","706","147","46","146","93","175","841"
"clownno01","100","Noah Clowney","PF","19","Brooklyn Nets","50","93","12","33","38","60","21","30","26","55","81","18","8","16","15","25","133"
"coffeam01","101","Amir Coffey","SF","26","Los Angeles Clippers","166","352","70","184","96","168","61","71","29","119","148","76","41","14","33","102","463"
"collijo01","102","John Collins","PF","26","Utah Jazz","397","746","86","232","311","514","147","185","157","418","575","77","40","61","98","191","1027"
"colliza01","103","Zach Collins","C","26","San Antonio Spurs","298","616","58","181","240","435","122","162","118","252","370","194","34","52","132","206","776"
"conlemi01","104","Mike Conley","PG","36","Minnesota Timberwolves","294","644","179","405","115","239","102","112","37","181","218","449","88","17","102","128","869"
"connapa01","105","Pat Connaughton","SF","31","Milwaukee Bucks","151","347","82","238","69","109","44","58","51","188","239","161","40","19","49","99","428"
"coulibi01","106","Bilal Coulibaly","SF","19","Washington Wizards","188","432","64","185","124","247","92","131","56","200","256","110","57","48","87","137","532"
"councri01","107","Ricky Council IV","SG","22","Philadelphia 76ers","54","112","12","32","42","80","53","71","14","32","46","16","8","1","5","17","173"
"covinro01","108","Robert Covington","PF","33","Los Angeles Clippers","3","9","2","8","1","1","1","2","2","6","8","7","6","2","0","7","9"
"covinro01","108","Robert Covington","SF","33","Philadelphia 76ers","40","89","17","48","23","41","21","24","29","60","89","17","33","16","11","49","118"
"craigto01","109","Torrey Craig","SF","33","Chicago Bulls","108","251","60","153","48","98","27","36","69","148","217","58","30","21","32","110","303"
"crowdja01","110","Jae Crowder","PF","33","Milwaukee Bucks","114","270","58","166","56","104","26","36","31","130","161","66","38","9","23","74","312"
"crutcja01","111","Jalen Crutcher","PG","24","New Orleans Pelicans","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"cunnica01","112","Cade Cunningham","PG","22","Detroit Pistons","524","1167","119","335","405","832","238","274","33","235","268","464","56","22","212","153","1405"
"curryse01","113","Seth Curry","SG","33","Dallas Mavericks","54","145","29","80","25","65","17","19","15","37","52","30","17","3","16","32","154"
"curryse01","113","Seth Curry","SG","33","Charlotte Hornets","26","59","9","28","17","31","11","12","3","13","16","14","5","3","5","7","72"
"curryst01","114","Stephen Curry","PG","35","Golden State Warriors","650","1445","357","876","293","569","299","324","37","293","330","379","54","28","210","117","1956"
"daniedy01","115","Dyson Daniels","PG","20","New Orleans Pelicans","139","311","42","135","97","176","34","53","62","174","236","164","85","25","59","101","354"
"davisan02","116","Anthony Davis","C","30","Los Angeles Lakers","713","1283","29","107","684","1176","421","516","239","722","961","266","91","178","159","177","1876"
"davisjo06","117","Johnny Davis","SG","21","Washington Wizards","62","154","14","40","48","114","14","24","18","54","72","32","18","10","13","57","152"
"davisjd01","118","JD Davison","SG","21","Boston Celtics","5","12","3","7","2","5","3","4","2","8","10","10","1","1","2","4","16"
"dennide01","119","Dexter Dennis","SG","24","Dallas Mavericks","10","19","1","8","9","11","1","3","1","8","9","4","0","1","3","1","22"
"derozde01","120","DeMar DeRozan","SF","34","Chicago Bulls","650","1355","75","225","575","1130","522","612","43","297","340","421","90","45","135","161","1897"
"diabamo01","121","Moussa Diabate","C","22","Los Angeles Clippers","10","19","0","0","10","19","9","14","15","9","24","4","5","1","2","4","29"
"diakima01","122","Mamadi Diakite","PF","27","San Antonio Spurs","4","5","0","0","4","5","4","6","1","2","3","2","0","1","0","1","12"
"diakima01","122","Mamadi Diakite","PF","27","New York Knicks","0","1","0","1","0","0","0","0","0","1","1","0","1","0","1","1","0"
"diallha01","123","Hamidou Diallo","SG","25","Washington Wizards","1","2","0","0","1","2","0","0","2","0","2","1","2","0","1","1","2"
"dickgr01","124","Gradey Dick","SG","20","Toronto Raptors","189","445","88","241","101","204","44","51","27","105","132","68","34","2","50","87","510"
"diengou01","125","Ousmane Dieng","PF","20","Oklahoma City Thunder","49","116","21","70","28","46","14","16","10","41","51","37","8","5","19","22","133"
"dinwisp01","126","Spencer Dinwiddie","PG","30","Brooklyn Nets","195","499","89","278","106","221","125","160","26","132","158","288","38","9","62","86","604"
"dinwisp01","126","Spencer Dinwiddie","PG","30","Los Angeles Lakers","56","141","35","90","21","51","44","50","4","43","47","68","13","13","29","52","191"
"divindo01","127","Donte DiVincenzo","SG","27","New York Knicks","445","1004","283","705","162","299","86","114","63","234","297","216","107","36","113","166","1259"
"doncilu01","128","Luka Doncic","PG","24","Dallas Mavericks","804","1652","284","744","520","908","478","608","59","588","647","686","99","38","282","149","2370"
"dortlu01","129","Luguentz Dort","SF","24","Oklahoma City Thunder","288","657","156","396","132","261","128","155","74","210","284","113","72","47","74","228","860"
"dosunay01","130","Ayo Dosunmu","SG","24","Chicago Bulls","360","719","119","295","241","424","85","105","54","162","216","242","68","36","103","166","924"
"dowtije01","131","Jeff Dowtin","PG","26","Philadelphia 76ers","20","36","9","19","11","17","3","4","3","17","20","27","7","1","5","1","52"
"drellhe01","132","Henri Drell","SF","23","Chicago Bulls","4","10","2","6","2","4","1","2","1","3","4","4","2","1","2","6","11"
"drumman01","133","Andre Drummond","C","30","Chicago Bulls","267","480","0","3","267","477","129","218","265","443","708","37","73","48","81","140","663"
"duartch01","134","Chris Duarte","SF","26","Sacramento Kings","80","210","44","127","36","83","26","33","26","80","106","44","28","8","26","80","230"
"dukeda01","135","David Duke Jr.","SG","24","San Antonio Spurs","10","18","3","6","7","12","3","3","2","8","10","5","2","0","3","4","26"
"dunnkr01","136","Kris Dunn","PG","29","Utah Jazz","147","313","41","111","106","202","22","32","50","139","189","254","68","28","79","135","357"
"duranke01","137","Kevin Durant","PF","35","Phoenix Suns","751","1436","168","407","583","1029","362","423","41","454","495","378","69","91","244","133","2032"
"durenja01","138","Jalen Duren","C","20","Detroit Pistons","349","564","0","4","349","560","143","181","192","517","709","147","33","47","129","192","841"
"easonta01","139","Tari Eason","PF","22","Houston Rockets","88","189","18","50","70","139","21","33","46","107","153","27","31","19","20","51","215"
"edwaran01","140","Anthony Edwards","SG","22","Minnesota Timberwolves","718","1558","190","532","528","1026","423","506","52","378","430","405","101","42","241","141","2049"
"edwarke02","141","Kessler Edwards","SF","23","Sacramento Kings","34","82","20","52","14","30","5","9","9","33","42","15","10","4","4","26","93"
"elliske01","142","Keon Ellis","SG","24","Sacramento Kings","107","232","70","168","37","64","26","35","32","92","124","85","51","29","37","112","310"
"embiijo01","143","Joel Embiid","C","29","Philadelphia 76ers","450","851","54","139","396","712","399","452","95","335","430","219","46","66","150","112","1353"
"eubandr01","144","Drew Eubanks","C","26","Phoenix Suns","152","253","3","3","149","250","72","93","103","219","322","63","27","61","61","115","379"
"evbuoto01","145","Tosan Evbuomwan","SF","22","Memphis Grizzlies","4","15","2","8","2","7","0","0","8","6","14","6","0","1","1","5","10"
"evbuoto01","145","Tosan Evbuomwan","SF","22","Detroit Pistons","32","56","10","24","22","32","17","25","10","36","46","10","6","4","8","18","91"
"exumda01","146","Dante Exum","PG","28","Dallas Mavericks","161","302","53","108","108","194","53","68","25","124","149","157","22","5","49","85","428"
"fernabr01","147","Bruno Fernando","C","25","Atlanta Hawks","109","187","0","4","109","183","64","96","59","134","193","46","25","28","44","107","282"
"finnedo01","148","Dorian Finney-Smith","PF","30","Brooklyn Nets","215","511","117","336","98","175","33","46","109","208","317","107","56","38","59","150","580"
"flaglad01","149","Adam Flagler","SG","24","Oklahoma City Thunder","1","7","1","6","0","1","0","0","0","0","0","4","0","0","0","0","3"
"flynnma01","150","Malachi Flynn","PG","25","Toronto Raptors","56","137","28","80","28","57","17","22","13","52","65","73","18","6","33","42","157"
"flynnma01","150","Malachi Flynn","PG","25","New York Knicks","9","23","4","13","5","10","9","11","0","6","6","6","1","0","3","3","31"
"flynnma01","150","Malachi Flynn","PG","25","Detroit Pistons","71","165","24","76","47","89","26","38","8","35","43","51","19","2","27","21","192"
"fontesi01","151","Simone Fontecchio","SF","28","Utah Jazz","161","358","91","233","70","125","32","40","52","124","176","73","30","18","51","81","445"
"fontesi01","151","Simone Fontecchio","SF","28","Detroit Pistons","91","190","43","101","48","89","22","26","12","58","70","28","14","5","17","29","247"
"fordjo01","152","Jordan Ford","PG","25","Sacramento Kings","4","7","2","3","2","4","2","2","0","2","2","2","0","0","1","0","12"
"forretr01","153","Trent Forrest","SG","25","Atlanta Hawks","34","90","2","10","32","80","13","17","11","40","51","92","11","3","20","25","83"
"fournev01","154","Evan Fournier","SG","31","New York Knicks","4","20","2","15","2","5","2","2","0","4","4","3","4","0","1","4","12"
"fournev01","154","Evan Fournier","SG","31","Detroit Pistons","75","201","31","115","44","86","27","34","5","49","54","45","25","7","20","44","208"
"foxde01","155","DeAaron Fox","PG","26","Sacramento Kings","720","1549","214","580","506","969","312","423","67","273","340","418","150","31","194","193","1966"
"freemja01","156","Javon Freeman-Liberty","PG","24","Toronto Raptors","55","124","10","42","45","82","33","36","16","54","70","40","10","4","25","28","153"
"fudgeal01","157","Alex Fudge","SF","20","Los Angeles Lakers","1","6","0","2","1","4","2","2","2","0","2","0","0","0","1","1","4"
"fudgeal01","157","Alex Fudge","SF","20","Dallas Mavericks","5","9","1","3","4","6","0","0","2","1","3","0","3","0","1","1","11"
"fultzma01","158","Markelle Fultz","PG","25","Orlando Magic","154","326","4","18","150","308","23","33","56","82","138","120","42","15","50","65","335"
"funkan01","159","Andrew Funk","SG","24","Chicago Bulls","0","4","0","3","0","1","0","0","0","0","0","0","1","1","0","0","0"
"gabriwe01","160","Wenyen Gabriel","PF","26","Memphis Grizzlies","8","22","1","6","7","16","0","5","7","18","25","3","2","2","8","10","17"
"gaffoda01","161","Daniel Gafford","C","25","Washington Wizards","203","294","0","0","203","294","84","119","131","230","361","69","44","97","46","147","490"
"gaffoda01","161","Daniel Gafford","PF","25","Dallas Mavericks","145","186","0","0","145","186","34","56","64","137","201","46","21","56","28","80","324"
"gallida01","162","Danilo Gallinari","PF","35","Washington Wizards","57","131","20","64","37","67","47","56","12","64","76","31","6","3","12","26","181"
"gallida01","162","Danilo Gallinari","SF","35","Detroit Pistons","12","22","7","12","5","10","21","24","2","12","14","12","2","2","1","9","52"
"gallida01","162","Danilo Gallinari","SF","35","Milwaukee Bucks","14","37","3","17","11","20","16","18","6","12","18","12","6","1","10","15","47"
"garlada01","163","Darius Garland","PG","24","Cleveland Cavaliers","375","841","132","356","243","485","146","175","30","122","152","373","74","7","176","95","1028"
"garubus01","164","Usman Garuba","PF","21","Golden State Warriors","1","6","0","1","1","5","1","2","3","4","7","1","1","3","2","2","3"
"garzalu01","165","Luka Garza","C","25","Minnesota Timberwolves","36","75","9","32","27","43","18","25","19","12","31","4","4","1","6","24","99"
"gateska01","166","Kaiser Gates","SF","27","New Orleans Pelicans","0","4","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0"
"georgke01","167","Keyonte George","PG","20","Utah Jazz","319","815","147","440","172","375","189","223","15","196","211","332","36","7","188","91","974"
"georgpa01","168","Paul George","PF","33","Los Angeles Clippers","582","1236","243","588","339","648","264","291","37","351","388","262","113","37","153","202","1671"
"gibsota01","169","Taj Gibson","PF","38","New York Knicks","7","23","0","6","7","17","2","2","10","18","28","9","2","6","5","28","16"
"gibsota01","169","Taj Gibson","PF","38","Detroit Pistons","8","14","2","4","6","10","0","0","2","7","9","2","1","1","0","3","18"
"giddejo01","170","Josh Giddey","SG","21","Oklahoma City Thunder","402","847","82","243","320","604","100","124","111","403","514","386","51","44","168","111","986"
"gilesha01","171","Harry Giles","C","25","Brooklyn Nets","22","44","3","11","19","33","7","13","12","14","26","6","1","3","6","15","54"
"gilesha01","171","Harry Giles","C","25","Los Angeles Lakers","1","6","0","3","1","3","0","0","0","4","4","0","1","0","0","0","2"
"gilgesh01","172","Shai Gilgeous-Alexander","PG","25","Oklahoma City Thunder","796","1487","95","269","701","1218","567","649","65","350","415","465","150","67","162","184","2254"
"gillan01","173","Anthony Gill","PF","31","Washington Wizards","75","160","10","41","65","119","29","36","37","57","94","34","13","11","23","48","189"
