"id_player","ranked","player_name","player_position","age","team","field_goal","field_goal_attempts","three_points","three_points_attempts","two_points","two_points_attempts","free_throws","free_throws_attempts","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points"
"willipa01","556","Patrick Williams","PF","22","Chicago Bulls","159","359","59","148","100","211","52","66","46","120","166","66","40","33","57","87","429"
"williro04","557","Robert Williams","C","26","Portland Trail Blazers","17","26","0","0","17","26","7","9","11","27","38","5","7","7","7","17","41"
"willivi01","558","Vince Williams Jr.","SG","23","Memphis Grizzlies","169","379","79","209","90","170","104","130","59","231","290","175","47","34","92","135","521"
"willizi02","559","Ziaire Williams","SF","22","Memphis Grizzlies","150","378","58","189","92","189","62","75","35","145","180","75","36","9","66","85","420"
"willizi01","560","Zion Williamson","PF","23","New Orleans Pelicans","624","1094","6","18","618","1076","347","494","122","284","406","352","77","47","193","159","1601"
"wilsodj01","561","D.J. Wilson","PF","27","Philadelphia 76ers","4","6","2","2","2","4","0","0","1","1","2","2","0","2","0","1","10"
"wilsoja03","562","Jalen Wilson","PF","23","Brooklyn Nets","76","179","24","74","52","105","38","46","47","84","131","45","11","4","19","48","214"
"windldy01","563","Dylan Windler","SF","27","New York Knicks","1","2","1","2","0","0","0","0","0","1","1","1","0","0","0","1","3"
"windldy01","563","Dylan Windler","SF","27","Los Angeles Lakers","4","9","4","8","0","1","0","0","0","3","3","6","0","0","0","2","12"
"windldy01","563","Dylan Windler","SF","27","Atlanta Hawks","10","19","8","17","2","2","0","0","3","9","12","3","2","0","2","3","28"
"wisemja01","564","James Wiseman","C","22","Detroit Pistons","187","305","0","2","187","303","72","102","110","226","336","54","12","39","66","141","446"
"wongis01","565","Isaiah Wong","SG","23","Indiana Pacers","1","3","0","1","1","2","0","0","0","0","0","0","0","0","0","0","2"
"woodch01","566","Christian Wood","PF","28","Los Angeles Lakers","123","264","35","114","88","150","66","94","39","215","254","49","16","33","50","72","347"
"wrighde01","567","Delon Wright","PG","31","Washington Wizards","48","122","14","38","34","84","24","29","13","46","59","82","35","8","11","22","134"
"wrighde01","567","Delon Wright","PG","31","Miami Heat","26","66","11","30","15","36","13","16","6","21","27","37","19","3","3","10","76"
"youngth01","568","Thaddeus Young","PF","35","Toronto Raptors","54","87","1","6","53","81","5","12","29","46","75","50","18","3","11","38","114"
"youngth01","568","Thaddeus Young","PF","35","Phoenix Suns","11","21","0","1","11","20","1","3","17","11","28","7","5","2","4","11","23"
"youngtr01","569","Trae Young","PG","25","Atlanta Hawks","433","1008","175","469","258","539","348","407","23","126","149","583","72","11","235","109","1389"
"yurtsom01","570","Omer Yurtseven","C","25","Utah Jazz","99","184","5","24","94","160","19","28","72","136","208","29","8","18","37","52","222"
"zelleco01","571","Cody Zeller","C","31","New Orleans Pelicans","26","62","1","3","25","59","23","38","48","64","112","39","9","5","16","45","76"
"zubaciv01","572","Ivica Zubac","C","26","Los Angeles Clippers","337","519","0","0","337","519","120","166","196","430","626","93","22","83","79","180","794"
